Loan Id,Amount,Term,Rate,Grade,Employment,Length,Income,Status,State,Debtincrat,Delinq2Yr,Openacc,RevolRatio,Totalpaid,Totalbal,Accopen24,Avgbal,Bcratio,Totallim,IncomeGroup,DefaultFlag,LengthGroup,RateGroup
241735,10000,36,764.84,C,Collection Department Manager,1,"60,000.00",Default,LA,14.54,0,15,Medium Utilization,"5,320.95",82136,1,5476,17.50,90425,Middle Income,1,0-2 Years,High Rate
241738,21000,60,871.26,A,Budget Manager,5,"90,156.00",Non-Default,TN,34.77,0,20,Low Utilization,"21,330.17",118966,6,5948,0.10,166755,High Income,0,3-5 Years,High Rate
241739,14400,36,367.26,C,"Lead, Financial Analyst",5,"107,325.00",Non-Default,MD,33.17,0,28,Medium Utilization,"17,313.47",415211,2,14829,22.50,485182,High Income,0,3-5 Years,Middle Rate
241806,18175,36,298.97,C,Legal Secretary,4,"86,000.00",Non-Default,CA,33.34,0,12,High Utilization,"15,506.30",579936,5,48328,98.00,630864,Middle Income,0,3-5 Years,Middle Rate
241818,15000,60,366.37,A,Director,2,"100,000.00",Non-Default,CA,12.53,0,6,Medium Utilization,"15,333.21",33996,2,5666,36.90,84140,High Income,0,0-2 Years,Middle Rate
241820,20000,36,506.35,C,A/R Manager,2,"88,000.00",Non-Default,CA,26.92,2,27,Low Utilization,"24,682.86",68162,7,2622,27.30,125383,Middle Income,0,0-2 Years,Middle Rate
241855,6500,36,494.86,A,Crew Leader,2,"35,000.00",Non-Default,NC,12.53,0,9,Medium Utilization,"6,549.86",166963,2,18551,49.30,207300,Low Income,0,0-2 Years,Middle Rate
241919,15600,60,306.45,D,Practice Management Supervisor,2,"53,000.00",Default,IL,32.72,0,16,Medium Utilization,"4,339.22",41139,7,2571,82.20,58425,Middle Income,1,0-2 Years,Middle Rate
241933,22800,60,340.18,C,Energy Manager,10,"96,000.00",Non-Default,MA,10.77,0,8,High Utilization,"23,432.38",310469,2,38809,88.50,365181,High Income,0,6-10 Years,Middle Rate
242015,30000,60,583.55,C,Computer Specialist Supervisor,6,"128,000.00",Non-Default,OK,27.36,0,19,High Utilization,"34,140.46",276462,3,15359,99.00,337281,High Income,0,6-10 Years,High Rate
242050,31000,36,222.40,D,Armed Securityhi,1,"80,000.00",Default,MD,14.25,0,11,Low Utilization,"7,996.90",31030,5,3103,36.90,73792,Middle Income,1,0-2 Years,Low Rate
242211,25000,60,869.66,A,Director Property Management,5,"160,000.00",Non-Default,GA,18.18,0,33,Low Utilization,"27,109.55",655607,11,21854,33.30,897824,High Income,0,3-5 Years,High Rate
242217,20000,36,118.70,C,Ob Technologist,2,"65,000.00",Non-Default,KS,21.14,0,14,High Utilization,"16,782.47",46006,8,3286,63.90,68844,Middle Income,0,0-2 Years,Low Rate
242222,9800,36,566.56,B,Premium Server,Unknown,"45,000.00",Non-Default,NY,5.97,0,5,High Utilization,"10,173.54",72627,2,14525,83.90,74656,Low Income,0,10+ Years,Middle Rate
242257,5500,36,492.60,B,School Counselor,10,"40,000.00",Non-Default,WV,18.36,2,16,Low Utilization,"6,277.79",163476,8,12575,9.60,210932,Low Income,0,6-10 Years,Middle Rate
242278,27850,36,474.49,F,Firefighter,3,"150,000.00",Non-Default,CA,24.91,0,8,High Utilization,"31,537.77",136238,8,17030,72.40,166455,High Income,0,3-5 Years,Middle Rate
242312,12000,36,554.89,A,Hr Supervisor,10,"88,000.00",Non-Default,MD,19.91,0,23,Medium Utilization,"12,731.16",386910,5,17587,34.50,426563,Middle Income,0,6-10 Years,Middle Rate
242407,10000,60,539.83,B,Accounting Dept,1,"85,000.00",Non-Default,FL,11.65,0,12,Low Utilization,"9,614.73",187895,8,17081,0.00,215858,Middle Income,0,0-2 Years,Middle Rate
242529,14000,36,760.82,E,Sterile Process Technician,1,"45,000.00",Default,WI,28.83,0,8,High Utilization,"5,720.08",36967,4,4621,96.50,42173,Low Income,1,0-2 Years,High Rate
242536,20000,36,487.59,A,Senior Software Engineer,2,"160,000.00",Non-Default,NJ,8.83,0,7,Medium Utilization,"16,008.03",423247,0,60464,44.60,522850,High Income,0,0-2 Years,Middle Rate
242609,5000,36,301.15,C,Bistro/Housekeeper,1,"27,000.00",Default,NC,6.98,0,7,Low Utilization,"3,299.22",4518,5,645,43.80,17500,Low Income,1,0-2 Years,Middle Rate
242636,7000,36,243.82,A,Drvr Mgr,10,"50,000.00",Non-Default,AZ,3.36,0,4,High Utilization,"7,576.51",172915,2,57638,93.50,178497,Middle Income,0,6-10 Years,Low Rate
242687,3700,36,370.23,C,Dispatcher,5,"58,000.00",Non-Default,NV,35.26,0,19,Medium Utilization,"4,344.62",353416,7,19634,52.90,387018,Middle Income,0,3-5 Years,Middle Rate
242712,12000,36,352.13,D,Organ Placement Specialist,10,"73,000.00",Non-Default,TX,21.9,2,8,High Utilization,"10,681.94",142406,4,17801,98.20,175762,Middle Income,0,6-10 Years,Middle Rate
242729,12000,60,399.95,D,Fireman,10,"70,000.00",Non-Default,NJ,20.88,0,8,High Utilization,"14,363.87",42090,6,5261,64.00,51302,Middle Income,0,6-10 Years,Middle Rate
242813,18000,60,448.71,D,Maintenance  Administrtor,10,"65,000.00",Non-Default,MI,38.04,0,19,High Utilization,"15,730.33",66303,11,3490,95.70,81873,Middle Income,0,6-10 Years,Middle Rate
242823,8000,36,367.74,B,Vdc Specialist,3,"60,000.00",Non-Default,TX,29.66,0,11,High Utilization,"8,937.57",43472,5,4347,86.90,66634,Middle Income,0,3-5 Years,Middle Rate
242861,14400,36,400.24,D,Business Development Director,5,"67,000.00",Default,MA,11.41,2,11,High Utilization,"5,486.03",174396,6,17440,82.10,187800,Middle Income,1,3-5 Years,Middle Rate
242891,7000,60,99.63,B,Director Of Operations,10,"60,000.00",Non-Default,TX,18,2,14,High Utilization,"5,620.97",206515,1,15886,87.50,209471,Middle Income,0,6-10 Years,Low Rate
242905,5600,60,450.52,C,Driver,2,"41,000.00",Non-Default,PA,35.98,0,15,Medium Utilization,"6,402.46",203853,5,18532,87.30,227401,Low Income,0,0-2 Years,Middle Rate
242943,20000,36,279.16,B,Senior Web Developer,2,"58,000.00",Non-Default,IL,12.1,0,17,Medium Utilization,"22,113.34",164616,5,10289,38.00,231540,Middle Income,0,0-2 Years,Middle Rate
242947,20000,36,495.86,C,Sr Outreach Specialist,2,"60,500.00",Default,WI,29.7,0,13,Medium Utilization,"6,996.77",111088,2,8545,59.40,170905,Middle Income,1,0-2 Years,Middle Rate
242987,19300,60,356.44,B,Security Management,10,"39,000.00",Default,WA,26.47,0,16,Medium Utilization,"15,303.09",28849,7,1803,52.70,60500,Low Income,1,6-10 Years,Middle Rate
243055,35000,60,337.81,D,Business Development,10,"200,000.00",Non-Default,ME,6.91,2,9,Medium Utilization,"22,952.04",389942,3,43327,66.30,472220,High Income,0,6-10 Years,Middle Rate
243060,24300,36,"1,107.63",C,Salesman-District Manager,Unknown,"85,000.00",Non-Default,NC,22.6,0,12,High Utilization,"13,985.61",156778,4,13065,91.30,190606,Middle Income,0,10+ Years,High Rate
243103,5000,36,311.76,B,Cashier,1,"40,000.00",Non-Default,TX,5.22,0,5,High Utilization,"4,138.03",66313,0,16578,95.90,82133,Low Income,0,0-2 Years,Middle Rate
243111,35000,36,527.10,C,Manager,10,"150,000.00",Non-Default,MD,5.23,0,10,Medium Utilization,"35,292.39",364412,6,36441,53.40,375832,High Income,0,6-10 Years,Middle Rate
243481,10000,60,478.42,A,Registered Nurse,1,"60,000.00",Non-Default,CO,12.3,1,12,Medium Utilization,"11,053.46",48398,1,4033,39.60,49400,Middle Income,0,0-2 Years,Middle Rate
243552,35000,36,369.23,C,Senior Corporate Investigator,10,"84,800.00",Non-Default,IN,17,0,6,High Utilization,"39,652.37",142565,1,23761,94.60,158637,Middle Income,0,6-10 Years,Middle Rate
243590,27500,60,306.04,D,Sr Technical Architect,10,"166,000.00",Non-Default,NJ,27.29,0,17,Medium Utilization,"17,105.30",492954,3,28997,60.60,610698,High Income,0,6-10 Years,Middle Rate
243757,15000,36,374.22,D,Unknown,2,"36,816.00",Default,NC,39.7,0,8,Medium Utilization,"6,097.64",43929,6,5491,80.90,56393,Low Income,1,0-2 Years,Middle Rate
243778,22250,60,379.76,F,Dispatch Supervisor,10,"53,000.00",Default,TX,27.33,2,17,Medium Utilization,"5,833.00",18355,7,1080,28.70,43928,Middle Income,1,6-10 Years,Middle Rate
243869,7700,36,493.32,E,Custodian,6,"45,000.00",Non-Default,OH,34.75,0,18,Low Utilization,"9,428.79",183598,8,10800,35.50,242145,Low Income,0,6-10 Years,Middle Rate
243902,16175,36,493.06,C,Entertainment,10,"36,800.00",Default,HI,35.98,1,18,High Utilization,"12,240.72",93810,6,5518,83.30,124468,Low Income,1,6-10 Years,Middle Rate
243947,34000,36,275.33,B,City Manager,10,"157,000.00",Non-Default,OR,12,1,11,Medium Utilization,"28,137.84",43146,1,3922,6.10,106481,High Income,0,6-10 Years,Middle Rate
244011,12000,36,781.64,C,Sr Developer,10,"110,000.00",Non-Default,TX,7.16,0,11,Medium Utilization,"10,353.53",181987,7,16544,46.80,206217,High Income,0,6-10 Years,High Rate
244067,27950,36,671.68,C,Mechanic,9,"81,000.00",Default,NY,28.4,0,11,Low Utilization,"16,579.99",57679,7,5244,28.60,107562,Middle Income,1,6-10 Years,High Rate
244083,24000,36,225.09,B,Equipment Technician,4,"57,000.00",Non-Default,AZ,10.76,2,7,Low Utilization,"13,598.56",11208,3,1601,19.40,52392,Middle Income,0,3-5 Years,Low Rate
244100,35000,36,334.73,C,Client Support Analyst,10,"82,000.00",Non-Default,NM,12.26,0,11,Low Utilization,"36,982.23",194298,5,17663,18.60,242150,Middle Income,0,6-10 Years,Middle Rate
244128,35000,36,316.94,C,Regional Manager,10,"72,000.00",Default,HI,36.98,0,21,High Utilization,"16,142.37",98769,2,4938,72.70,126354,Middle Income,1,6-10 Years,Middle Rate
244149,18000,36,629.01,B,Assistant Unit Operator,10,"95,000.00",Non-Default,KY,17.6,0,16,High Utilization,"18,952.93",117608,6,9801,77.70,153186,High Income,0,6-10 Years,High Rate
244221,11900,36,321.58,C,Sr. Inspector Packager,10,"44,000.00",Non-Default,WI,13.34,0,11,High Utilization,"7,124.03",11546,7,1050,84.40,18300,Low Income,0,6-10 Years,Middle Rate
244292,6400,60,343.71,C,Administrator,8,"34,000.00",Non-Default,CT,37.73,1,15,High Utilization,"7,600.02",22485,2,1606,89.30,44040,Low Income,0,6-10 Years,Middle Rate
244335,10000,60,637.58,B,Wine Directot,1,"60,000.00",Non-Default,NY,10.78,0,9,Medium Utilization,"8,033.33",12512,4,1390,80.00,23825,Middle Income,0,0-2 Years,High Rate
244431,9000,36,419.42,B,Unknown,10,"22,000.00",Non-Default,NJ,17.41,0,7,High Utilization,"7,607.82",11532,0,1647,87.40,15900,Low Income,0,6-10 Years,Middle Rate
244518,9900,60,106.07,A,Special Assistant,5,"89,000.00",Non-Default,IL,13.94,0,8,Low Utilization,"10,778.49",13938,4,1742,22.90,49474,Middle Income,0,3-5 Years,Low Rate
244522,20000,60,838.36,A,Foreman,2,"90,000.00",Non-Default,WI,29.2,1,14,High Utilization,"22,120.87",204496,4,15730,58.50,254437,Middle Income,0,0-2 Years,High Rate
244531,14000,36,607.10,C,Unknown,1,"60,000.00",Non-Default,LA,30.66,0,9,High Utilization,"7,995.99",145669,3,18209,93.40,216463,Middle Income,0,0-2 Years,High Rate
244697,4825,36,508.06,C,Accounting Specialist,6,"30,500.00",Non-Default,FL,6.65,0,18,Medium Utilization,"5,155.32",67257,4,3737,61.50,69124,Low Income,0,6-10 Years,Middle Rate
244698,2150,36,886.11,E,Registered Dental Hygienist,4,"41,000.00",Non-Default,MO,31.06,0,16,High Utilization,"2,046.53",210024,8,16156,93.10,266700,Low Income,0,3-5 Years,High Rate
244714,6000,60,377.88,C,Family Support/Donor Eval. Coordinator,10,"44,900.00",Non-Default,MO,6.71,1,20,High Utilization,"7,026.90",60128,6,3340,82.80,55440,Low Income,0,6-10 Years,Middle Rate
244790,16000,36,543.44,C,Sanitation Worker,1,"50,000.00",Non-Default,NY,26.98,0,25,High Utilization,"18,325.84",26731,11,1162,70.00,46049,Middle Income,0,0-2 Years,Middle Rate
244884,12000,36,258.71,A,Assistant Director Financial Aid,10,"55,000.00",Non-Default,MD,17.93,0,12,High Utilization,"9,666.12",105877,2,10588,71.80,122108,Middle Income,0,6-10 Years,Low Rate
244970,21000,36,563.15,D,Senior Accountant,5,"80,100.00",Non-Default,NY,35.49,1,13,High Utilization,"23,850.90",59432,5,4953,83.30,89002,Middle Income,0,3-5 Years,Middle Rate
244983,30000,36,315.17,E,Nurse Manager,6,"110,000.00",Non-Default,NJ,13.89,0,14,High Utilization,"30,212.34",175810,4,12558,63.50,292784,High Income,0,6-10 Years,Middle Rate
245091,14000,36,402.95,C,Software Engineer,1,"131,016.44",Non-Default,CO,7.18,0,5,High Utilization,"12,286.19",25522,1,5104,101.00,41755,High Income,0,0-2 Years,Middle Rate
245126,8000,36,571.56,B,Machine Operator/ Production Line Worker,3,"50,000.00",Default,CA,18.77,0,4,High Utilization,"4,248.04",40737,1,10184,53.50,49664,Middle Income,1,3-5 Years,Middle Rate
245141,10000,36,157.10,D,Supervisor,1,"80,000.00",Non-Default,FL,26.98,4,6,High Utilization,"5,980.10",89316,4,14886,75.60,105597,Middle Income,0,0-2 Years,Low Rate
245142,28000,60,281.22,A,Proposal Analyst Senior Staff,7,"205,000.00",Non-Default,CA,18.87,0,22,Medium Utilization,"21,088.77",528538,5,25168,42.10,669100,High Income,0,6-10 Years,Middle Rate
245205,19200,36,739.85,C,Senior Consultant,1,"115,000.00",Non-Default,TX,24.11,0,15,Medium Utilization,"17,139.59",74421,10,4961,36.50,96553,High Income,0,0-2 Years,High Rate
245210,15000,36,203.18,B,General Nanager,2,"110,000.00",Non-Default,NY,19.9,0,15,High Utilization,"17,362.07",151199,6,10080,92.50,189146,High Income,0,0-2 Years,Low Rate
245227,24000,36,219.94,B,Sr It Business Analyst,4,"85,000.00",Non-Default,NC,15.14,0,14,Low Utilization,"12,902.53",219265,4,15662,18.30,294882,Middle Income,0,3-5 Years,Low Rate
245237,6025,36,471.37,C,Sr. Project Manager,Unknown,"90,000.00",Non-Default,MA,38.4,1,16,High Utilization,"5,112.56",158898,9,9931,96.60,206951,Middle Income,0,10+ Years,Middle Rate
245308,15000,36,510.57,D,Social Worker Supervisor 2,2,"70,000.00",Non-Default,CA,24.6,0,23,Medium Utilization,"17,639.38",436955,7,19862,52.10,476998,Middle Income,0,0-2 Years,Middle Rate
245394,35000,60,268.36,C,Lead Business Analyst,10,"120,000.00",Default,CA,26.94,0,20,Medium Utilization,"11,961.15",115950,7,6102,36.00,206990,High Income,1,6-10 Years,Middle Rate
245416,5000,36,"1,223.77",C,Unknown,1,"30,000.00",Non-Default,NY,13.4,0,7,Medium Utilization,"5,194.24",6996,2,999,81.60,15300,Low Income,0,0-2 Years,High Rate
245421,1200,60,260.55,B,Custom Woodworker,1,"49,000.00",Non-Default,MO,1.22,0,5,Low Utilization,"1,237.74",95677,4,19135,29.60,103506,Middle Income,0,0-2 Years,Low Rate
245482,14000,36,159.40,B,Teacher,1,"72,277.00",Non-Default,GA,35.81,1,13,Low Utilization,"15,708.01",257023,3,19771,26.50,298810,Middle Income,0,0-2 Years,Low Rate
245504,10000,60,653.27,A,Director Of Operations,1,"55,000.00",Non-Default,NY,12.2,1,8,High Utilization,"8,129.98",147269,0,18409,64.80,161954,Middle Income,0,0-2 Years,High Rate
245512,14000,36,492.23,B,Executive Director,1,"114,000.00",Non-Default,FL,3.4,0,5,Low Utilization,"7,305.19",583704,1,116741,0.00,701500,High Income,0,0-2 Years,Middle Rate
245521,18000,60,170.87,C,Truck Driver,10,"60,000.00",Non-Default,GA,14.58,0,7,High Utilization,"15,072.42",21138,3,3523,94.90,28775,Middle Income,0,6-10 Years,Low Rate
245545,7000,36,404.27,A,Teacher,10,"76,000.00",Non-Default,CA,9.75,1,17,Medium Utilization,"7,257.72",35731,7,2102,41.70,83214,Middle Income,0,6-10 Years,Middle Rate
245550,28000,36,392.81,D,Managing Partner,7,"102,000.00",Default,NY,34.15,0,16,Medium Utilization,"7,811.36",259476,7,16217,58.50,306240,High Income,1,6-10 Years,Middle Rate
245563,8000,36,525.20,B,Personal Cruise Consultant,3,"85,000.00",Non-Default,FL,5.05,0,8,Low Utilization,"8,930.18",5015,8,627,9.10,35551,Middle Income,0,3-5 Years,Middle Rate
245657,3000,36,329.48,B,Bid Manager,5,"90,000.00",Non-Default,MI,6.53,1,12,Medium Utilization,"3,104.99",319548,8,26629,43.60,360724,Middle Income,0,3-5 Years,Middle Rate
245675,24000,36,882.47,C,Supervisor-Fleet Operations,4,"75,085.00",Default,FL,18.94,4,12,Medium Utilization,"7,252.73",32111,6,2676,47.50,59283,Middle Income,1,3-5 Years,High Rate
245701,17875,36,235.83,F,Driver,10,"85,000.00",Default,GA,19.84,0,15,Medium Utilization,"9,447.30",287085,13,19139,35.70,314633,Middle Income,1,6-10 Years,Low Rate
245710,6000,60,521.70,A,Driver,10,"105,000.00",Non-Default,CA,10.39,0,11,Medium Utilization,"4,833.06",345127,8,34513,47.80,369281,High Income,0,6-10 Years,Middle Rate
245802,10000,36,256.87,B,Laborer,1,"30,000.00",Non-Default,PA,29.2,2,14,Low Utilization,"8,204.52",29980,6,2141,88.70,71348,Low Income,0,0-2 Years,Low Rate
246025,3000,36,169.32,C,Agent,5,"40,000.00",Default,OH,12.78,0,8,High Utilization,"1,602.19",91198,8,11400,97.00,90596,Low Income,1,3-5 Years,Low Rate
246031,3600,36,322.63,B,Medical Esthetician,9,"30,000.00",Non-Default,AZ,24.04,2,12,Medium Utilization,"4,043.18",22390,2,1866,67.20,52534,Low Income,0,6-10 Years,Middle Rate
246038,30000,60,350.92,E,Drive,6,"78,000.00",Non-Default,CT,14.46,1,9,Low Utilization,"32,832.34",16424,6,2346,25.60,41856,Middle Income,0,6-10 Years,Middle Rate
246049,11000,36,495.74,B,Senior Marketing Manager,10,"74,000.00",Non-Default,CA,9.03,0,12,Medium Utilization,"6,037.22",15838,3,1440,43.00,47576,Middle Income,0,6-10 Years,Middle Rate
246078,9000,60,578.68,A,Technician,10,"41,000.00",Non-Default,MI,5.91,0,3,Low Utilization,"7,210.26",22904,1,7635,24.80,77431,Low Income,0,6-10 Years,Middle Rate
246114,16000,36,"1,257.80",B,Owner,1,"72,000.00",Non-Default,MD,20.55,0,9,Medium Utilization,"12,743.60",18462,3,2051,52.40,66157,Middle Income,0,0-2 Years,High Rate
246119,21000,36,892.61,C,It Pmo Manager,5,"180,750.00",Non-Default,MA,19.74,0,26,Low Utilization,"12,413.60",612640,22,23563,40.10,646936,High Income,0,3-5 Years,High Rate
246253,25000,60,391.28,A,Computer Tech,5,"65,000.00",Non-Default,NC,18.13,1,21,Medium Utilization,"20,308.50",177916,6,8896,51.50,271618,Middle Income,0,3-5 Years,Middle Rate
246308,12300,36,283.13,E,Production,Unknown,"28,000.00",Non-Default,GA,33.35,0,6,High Utilization,"7,942.81",30585,3,5098,98.00,37685,Low Income,0,10+ Years,Middle Rate
246425,31100,36,236.34,E,Assistant Manager,4,"99,800.00",Non-Default,VA,5.16,0,5,Medium Utilization,"20,319.64",107651,5,21530,48.00,133427,High Income,0,3-5 Years,Low Rate
246452,19000,36,467.91,C,Unknown,1,"50,000.00",Non-Default,IN,25.56,0,12,Low Utilization,"11,103.62",154748,4,14068,25.00,201275,Middle Income,0,0-2 Years,Middle Rate
246492,1000,36,193.02,C,Asst Mgr,1,"37,000.00",Non-Default,AL,13.53,1,2,High Utilization,"1,018.11",19808,2,9904,98.10,23320,Low Income,0,0-2 Years,Low Rate
246503,12000,36,471.37,A,Laborer,10,"75,000.00",Non-Default,MO,14.03,0,10,Medium Utilization,"12,882.09",140599,6,14060,28.90,170853,Middle Income,0,6-10 Years,Middle Rate
246507,28075,36,614.48,C,Physician Assistant,3,"147,000.00",Non-Default,NV,19.69,0,9,High Utilization,"24,637.84",383595,6,42622,86.70,432784,High Income,0,3-5 Years,High Rate
246522,5000,60,563.15,B,Rn,1,"50,000.00",Non-Default,MI,16.23,0,7,High Utilization,"4,056.47",27117,2,4520,89.20,34118,Middle Income,0,0-2 Years,Middle Rate
246699,14000,36,819.96,C,Cna,1,"40,000.00",Non-Default,MN,8.52,0,21,High Utilization,"7,793.32",65080,5,3099,86.30,67930,Low Income,0,0-2 Years,High Rate
246712,5000,60,234.15,B,Biomedical Tech,1,"67,000.00",Non-Default,CO,10.39,0,18,Low Utilization,"4,086.08",33787,4,2112,42.40,55207,Middle Income,0,0-2 Years,Low Rate
246747,12000,36,33.79,A,Product Manager,10,"70,000.00",Non-Default,CO,18.72,0,11,Medium Utilization,"9,755.92",35020,1,3184,56.00,72067,Middle Income,0,6-10 Years,Low Rate
246829,10000,36,752.87,E,Patient Care Tech,1,"49,000.00",Default,NY,25.86,2,23,Low Utilization,"5,394.97",118929,8,5171,36.70,137671,Middle Income,1,0-2 Years,High Rate
246896,24000,36,184.97,C,Captain,4,"76,000.00",Non-Default,SC,15.11,1,11,High Utilization,"27,377.93",251812,3,22892,68.70,271527,Middle Income,0,3-5 Years,Low Rate
246940,5000,60,546.65,B,Cook,1,"29,000.00",Non-Default,CT,22.14,0,11,High Utilization,"4,097.71",45066,3,4097,94.30,46110,Low Income,0,0-2 Years,Middle Rate
246994,3600,36,271.48,C,Sr. Business Analyst,9,"73,000.00",Non-Default,CA,12.9,4,13,Medium Utilization,"4,326.95",51262,4,4272,94.70,58309,Middle Income,0,6-10 Years,Middle Rate
247025,24000,60,241.12,D,Supervisor,4,"60,000.00",Default,NC,35.84,0,12,Medium Utilization,"10,831.07",209003,8,17417,85.40,238414,Middle Income,1,3-5 Years,Low Rate
247153,12000,36,354.50,B,Unknown,10,"46,000.00",Non-Default,WA,16.8,0,9,High Utilization,"9,753.02",31241,6,3471,73.70,38011,Low Income,0,6-10 Years,Middle Rate
247266,26500,36,654.68,C,Software Engineer,6,"73,000.00",Default,MI,16.31,1,12,High Utilization,"8,412.84",29552,5,2463,68.30,64322,Middle Income,1,6-10 Years,High Rate
247270,25000,36,269.52,A,Managing Director,5,"425,000.00",Non-Default,PA,6.08,0,10,Medium Utilization,"19,567.23",178691,1,17869,57.50,284073,High Income,0,3-5 Years,Middle Rate
247286,21900,36,225.95,D,Court Operations Supervisor,10,"78,000.00",Non-Default,OR,18.83,0,10,Low Utilization,"19,498.17",40350,4,4035,0.50,73379,Middle Income,0,6-10 Years,Low Rate
247403,18000,36,267.49,A,Operations Manager,10,"48,000.00",Non-Default,AL,21.6,0,10,High Utilization,"14,282.32",72179,2,7218,95.60,114041,Middle Income,0,6-10 Years,Low Rate
247583,30000,36,78.46,A,Market Manager,6,"75,000.00",Non-Default,CO,22.21,0,12,Medium Utilization,"24,165.04",233658,1,21242,50.80,302200,Middle Income,0,6-10 Years,Low Rate
247589,25200,36,970.13,D,Partner/Supervisor,1,"62,000.00",Default,PA,27.12,0,8,Medium Utilization,"6,632.88",45514,4,5689,70.90,72610,Middle Income,1,0-2 Years,High Rate
247636,5000,36,444.79,D,Scada Tech,1,"63,500.00",Non-Default,CO,36.67,0,15,High Utilization,"4,347.80",76549,10,5103,85.50,90123,Middle Income,0,0-2 Years,Middle Rate
247716,11050,36,390.82,B,School Social Worker,1,"80,000.00",Non-Default,MI,33.35,1,10,High Utilization,"11,150.61",292679,2,29268,76.20,331448,Middle Income,0,0-2 Years,Middle Rate
247781,5000,36,699.21,C,Kitchen Cook,1,"15,500.00",Non-Default,TX,35.01,0,8,Medium Utilization,"4,351.24",9166,3,1146,50.30,24250,Low Income,0,0-2 Years,High Rate
247805,20000,36,148.96,B,Quality Technician,2,"139,111.00",Default,CA,19.32,0,25,High Utilization,"15,323.00",776542,10,31062,90.50,840903,High Income,1,0-2 Years,Low Rate
247819,14000,60,756.40,D,Biller,1,"28,000.00",Default,MI,21.69,0,9,High Utilization,"6,691.64",42476,4,4720,84.40,47724,Low Income,1,0-2 Years,High Rate
247838,25000,60,723.06,B,Foreman,5,"130,000.00",Non-Default,FL,16.06,0,16,Medium Utilization,"20,062.86",228909,5,14307,50.20,309253,High Income,0,3-5 Years,High Rate
247914,7000,60,510.15,B,Pharmacist,10,"112,000.00",Non-Default,PA,27.54,0,19,High Utilization,"5,528.53",29249,8,1539,96.00,45620,High Income,0,6-10 Years,Middle Rate
247955,35000,60,191.28,B,Teacher Coach,10,"75,000.00",Non-Default,WY,22.5,0,13,Medium Utilization,"39,669.83",272768,6,20982,35.20,315293,Middle Income,0,6-10 Years,Low Rate
247975,15000,60,157.10,A,Owner/Managerr,2,"45,000.00",Non-Default,ME,23.57,0,12,Medium Utilization,"15,996.11",52892,3,4408,78.40,108644,Low Income,0,0-2 Years,Low Rate
248173,5000,60,255.45,A,Owner,1,"47,000.00",Non-Default,CA,6.96,0,8,Low Utilization,"5,107.38",138554,1,19793,5.00,263851,Middle Income,0,0-2 Years,Low Rate
248245,7500,36,464.95,C,Pross Tech,3,"40,000.00",Non-Default,VA,32.7,0,4,High Utilization,"8,559.06",42427,2,10607,97.30,56307,Low Income,0,3-5 Years,Middle Rate
248323,5000,36,400.74,B,Wine Buyer,1,"37,000.00",Non-Default,IL,12.88,0,11,Medium Utilization,"4,266.60",17354,1,1735,40.70,48000,Low Income,0,0-2 Years,Middle Rate
248338,10000,60,543.44,C,Restaurant Manager,1,"50,000.00",Non-Default,NV,35.41,0,11,Low Utilization,"5,932.64",300315,2,27301,0.00,328523,Middle Income,0,0-2 Years,Middle Rate
248402,20000,60,638.65,C,Butcher,2,"60,000.00",Non-Default,NY,23.86,0,9,Low Utilization,"11,687.91",20220,3,2247,17.00,58470,Middle Income,0,0-2 Years,High Rate
248427,24000,36,"1,063.48",C,Loeutenant,4,"85,000.00",Non-Default,FL,18.21,0,9,High Utilization,"14,141.31",207815,1,25977,99.50,277058,Middle Income,0,3-5 Years,High Rate
248496,1000,36,809.02,C,Hris Analyst,1,"77,250.00",Non-Default,CO,20.6,1,8,High Utilization,"1,102.26",159967,4,22852,98.80,201699,Middle Income,0,0-2 Years,High Rate
248590,8000,60,389.19,B,Application Support Lead,3,"75,000.00",Non-Default,FL,19.22,0,11,Medium Utilization,"8,536.72",235324,5,21393,62.50,275874,Middle Income,0,3-5 Years,Middle Rate
248642,6500,36,137.88,A,Owner Operator,2,"140,000.00",Non-Default,NC,4.8,0,8,High Utilization,"4,963.05",14732,1,1842,82.90,26303,High Income,0,0-2 Years,Low Rate
248651,20000,36,336.90,B,Software Engineer,2,"110,000.00",Non-Default,CA,18.54,1,23,Low Utilization,"16,556.70",360337,7,15667,40.70,548752,High Income,0,0-2 Years,Middle Rate
248782,6900,36,357.16,B,Respiratory Therapist,3,"88,000.00",Non-Default,NV,12.93,0,12,Medium Utilization,"7,555.18",25216,2,2101,93.10,52389,Middle Income,0,3-5 Years,Middle Rate
248848,20000,36,584.16,B,Sales,2,"70,000.00",Non-Default,NY,11.97,0,7,High Utilization,"16,615.37",22235,2,3176,76.00,32617,Middle Income,0,0-2 Years,High Rate
248893,8500,36,174.27,B,Sale Prep Lead,5,"48,800.00",Non-Default,OR,0.59,2,5,Low Utilization,"9,406.89",24,0,5,0.40,6300,Middle Income,0,3-5 Years,Low Rate
248922,22000,60,372.82,A,Senior Manager,5,"115,000.00",Non-Default,NJ,25.12,0,17,Low Utilization,"11,548.89",80901,7,4759,11.90,197908,High Income,0,3-5 Years,Middle Rate
249009,20000,36,173.31,B,Unknown,2,"58,000.00",Non-Default,CA,19.06,0,8,Medium Utilization,"11,585.91",41255,3,5894,57.50,66748,Middle Income,0,0-2 Years,Low Rate
